#Genome	Original Genome name	Microbial Group	Microbial Group obtaining method	Genome Phylogeny	Strain name	Genome mean coverage	Genome completeness (%)	Genome contamination (%)	Strain heterogeneity (%)	16S rRNA phylogeny (The longest identified fragment)	# ambiguous bases	# contigs	# predicted genes	# scaffolds	Coding density	GC	GC std	Genome size	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs	Gram	Environment
SZUA-1373	SZU_CymD.D.PD.FS854_1.16	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;unclassified	Campylobacterales bacterium SZUA-1373 [Order]	1004.69	63.62	1.07	0	#N/A	0	243	1204	243	0.931501295	0.367478213	0.018140833	1048122	9600	9600	4313.259259	4313.259259	4409	4409	11	12	0	0	0	0	12	Gram Negative	CymD.PD
SZUA-1376	SZU_CymD.D.PD.FS854_1.6	Gammaproteobacteria-Thiotrichales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;s__Leucothrix mucor	Leucothrix mucor SZUA-1376 [Species]	84.99	93.67	0.76	0	#N/A	0	252	2670	252	0.874384455	0.400663233	0.014021929	2716089	47030	47030	10778.13095	10778.13095	14652	14652	11	30	0	0	0	0	30	Gram Negative	CymD.PD
SZUA-1377	SZU_CymD.D.PD.FS854_10.10_VB	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;unclassified;unclassified	Campylobacterales bacterium SZUA-1377 [Order]	12.09	71.39	0.45	0	#N/A	0	189	1158	189	0.9496476	0.311307121	0.014972979	956300	20385	20385	5059.78836	5059.78836	5445	5445	11	8	0	0	0	1	9	Gram Negative	CymD.PD
SZUA-1378	SZU_CymD.D.PD.FS854_10.15	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas;unclassified	Sulfurimonas sp. SZUA-1378 [Genus]	15.67	77.36	2.77	10	#N/A	0	297	1975	297	0.945293936	0.349822905	0.015293871	1695132	25751	25751	5707.515152	5707.515152	6638	6638	11	21	0	0	1	0	22	Gram Negative	CymD.PD
SZUA-1379	SZU_CymD.D.PD.FS854_10.16	Gammaproteobacteria-Thiotrichales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;unclassified	Leucothrix sp. SZUA-1379 [Genus]	10.49	52.95	1.21	50	#N/A	0	392	1788	392	0.885622567	0.398605931	0.019325415	1590882	12871	12871	4058.372449	4058.372449	4075	4075	11	11	0	0	0	1	12	Gram Negative	CymD.PD
SZUA-1380	SZU_CymD.D.PD.FS854_10.30	Patescibacteria-Paceibacteria	GTDB genome phylogeny	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;unclassified;unclassified;unclassified	Candidatus Pacebacteria bacterium SZUA-1380 [Phylum]	33.85	54.07	2.25	50	Bacteria;Parcubacteria;Candidatus Campbellbacteria;Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	0	119	546	119	0.848601553	0.276205128	0.02653939	495943	12980	12980	4167.588235	4167.588235	4226	4226	4	19	0	0	0	1	20	Gram Negative	CymD.PD
SZUA-1382	SZU_CymD.D.PD.FS854_10.5	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;unclassified	Arcobacter sp. SZUA-1382 [Genus]	50.31	93.7	3.37	6.67	#N/A	0	398	2988	398	0.938726317	0.286373024	0.02080308	2807747	49828	49828	7054.640704	7054.640704	9262	9262	11	24	0	0	0	2	26	Gram Negative	CymD.PD
SZUA-1383	SZU_CymD.D.PD.FS854_11.15	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas;s__Sulfurimonas autotrophica	Sulfurimonas autotrophica SZUA-1383 [Species]	22.45	76.43	5.94	6.25	#N/A	0	275	1811	275	0.93855598	0.340005558	0.018497487	1597568	28921	28921	5809.338182	5809.338182	6578	6578	11	23	0	0	0	1	24	Gram Negative	CymD.PD
SZUA-1384	SZU_CymD.D.PD.FS854_11.5	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;unclassified;unclassified	Campylobacterales bacterium SZUA-1384 [Order]	13.1	60.42	5.38	0	#N/A	0	319	1695	319	0.941252018	0.342446155	0.017525312	1435011	21250	21250	4498.467085	4498.467085	4684	4684	11	6	0	0	0	0	6	Gram Negative	CymD.PD
SZUA-1385	SZU_CymD.D.PD.FS854_12.13	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1385 [Species]	16.4	86.47	1.67	50	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;archaeon enrichment culture clone BIG A_Brut_9	0	99	1077	99	0.796430688	0.304596016	0.014470287	1095057	42403	42403	11061.18182	11061.18182	16117	16117	11	24	0	0	0	1	25	Archaea	CymD.PD
SZUA-1388	SZU_CymD.D.PD.FS854_3.23	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1388 [Species]	70.21	91.13	0.53	0	#N/A	0	259	1164	259	0.846349246	0.355462209	0.021578108	1068423	13763	13763	4125.185328	4125.185328	5164	5164	11	28	0	0	0	0	28	Archaea	CymD.PD
SZUA-1390	SZU_CymD.D.PD.FS854_4.12	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;unclassified	Sulfurovum sp. SZUA-1390 [Genus]	21.03	80.7	2.46	55.56	#N/A	0	247	1916	247	0.933288718	0.406529027	0.017604202	1707942	35669	35669	6914.744939	6914.744939	9245	9245	11	19	0	0	0	0	19	Gram Negative	CymD.PD
SZUA-1395	SZU_CymD.D.PD.FS854_4.8	Alphaproteobacteria-Rhodobacterales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;unclassified	Rhodobacteraceae bacterium SZUA-1395 [Family]	11.11	72.33	3.28	34.78	#N/A	0	753	3136	753	0.916555857	0.559051065	0.025405294	2482487	23352	23352	3296.795485	3296.795485	3536	3536	11	27	0	0	1	1	29	Gram Negative	CymD.PD
SZUA-1396	SZU_CymD.D.PD.FS854_5.13	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7949;unclassified	Flavobacteriaceae bacterium SZUA-1396 [Family]	162.27	52.21	1.72	12.5	#N/A	0	542	1735	542	0.897219679	0.280062262	0.02377905	1560503	13294	13294	2879.156827	2879.156827	2985	2985	11	17	0	0	0	0	17	Gram Negative	CymD.PD
SZUA-1399	SZU_CymD.D.PD.FS854_6.19	Halobacteria-Archaeoglobales	GTDB genome phylogeny	d__Archaea;p__Halobacteraeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	Archaeoglobus profundus SZUA-1399 [Species]	57.18	87.86	0.81	25	#N/A	0	337	1260	337	0.781604168	0.315244304	0.025876936	1245967	17889	17889	3697.231454	3697.231454	4220	4220	11	40	0	0	0	0	40	Archaea	CymD.PD
SZUA-1400	SZU_CymD.D.PD.FS854_6.8_VB	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;unclassified	Sulfurovum sp. SZUA-1400 [Genus]	56.43	66.7	7.38	50	#N/A	0	394	1796	394	0.92628912	0.35936713	0.020095256	1457234	17668	17668	3698.563452	3698.563452	4148	4148	11	15	0	0	0	1	16	Gram Negative	CymD.PD
SZUA-1402	SZU_CymD.D.PD.FS854_9.12	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__Sulfurospirillum_A arcachonense	Sulfurospirillum arcachonense SZUA-1402 [Species]	107.44	80.77	2.46	0	#N/A	0	317	2103	317	0.944614306	0.329052784	0.019319244	1765817	25342	25342	5570.400631	5570.400631	6105	6105	11	25	0	0	0	1	26	Gram Negative	CymD.PD
SZUA-1403	SZU_CymD.D.PD.FS854_9.25	Patescibacteria-Gracilibacteria	GTDB genome phylogeny	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;unclassified;unclassified;unclassified;unclassified	Candidatus Gracilibacteria bacterium SZUA-1403 [Phylum]	64.25	69.05	2.25	50	Bacteria;Gracilibacteria;uncultured proteobacterium	0	102	786	102	0.911182123	0.298883136	0.015557147	860266	33197	33197	8433.980392	8433.980392	11816	11816	11	32	0	0	0	0	32	Gram Negative	CymD.PD
SZUA-1404	SZU_CymD.D.PD.FS854_9.3	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;unclassified	Crocinitomix sp. SZUA-1404 [Genus]	26.99	94.59	3.24	16.67	#N/A	0	335	2726	335	0.918724634	0.308181611	0.021757901	2970002	50439	50439	8865.677612	8865.677612	12051	12051	11	30	0	0	0	0	30	Gram Negative	CymD.PD
SZUA-1406	SZU_CymD.D.PD.FS854_9.5	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;unclassified	Crocinitomicaceae bacterium SZUA-1406 [Family]	13.08	76.52	2.47	14.29	#N/A	0	268	2142	268	0.92629764	0.351197623	0.011160518	2085632	31721	31721	7782.208955	7782.208955	9783	9783	11	18	0	1	1	0	20	Gram Negative	CymD.PD
SZUA-1408	SZU_CymD.D.PD.FS856_1.14	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1408 [Species]	12.83	64.28	0.71	50	#N/A	0	176	837	176	0.837091793	0.352163625	0.018769809	737004	9598	9598	4187.522727	4187.522727	4234	4234	11	8	0	1	0	0	9	Archaea	CymD.PD
SZUA-1410	SZU_CymD.D.PD.FS856_1.4	Deltaproteobacteria-Desulfocapsa	GTDB genome phylogeny	d__Bacteria;p__Desulfobacteraeota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sulfexigens	Desulfocapsa sulfexigens SZUA-1410 [Species]	21.99	96.94	1.79	33.33	#N/A	0	307	3275	307	0.880206096	0.446294253	0.0180874	3526131	57865	57865	11485.76873	11485.76873	17595	17595	11	41	0	1	1	1	44	Gram Negative	CymD.PD
SZUA-1411	SZU_CymD.D.PD.FS856_1.6_VB	Patescibacteria	Phylogenetic tree	d__Bacteria;p__Patescibacteria;c__unclassified;unclassified;unclassified;unclassified;unclassified	Patescibacteria bacterium SZUA-1411 [Phylum]	14.28	56.88	2.92	25	#N/A	0	300	1323	300	0.903910728	0.272605331	0.020954864	1226370	18349	18349	4087.9	4087.9	4052	4052	4	32	0	0	0	3	35	Gram Negative	CymD.PD
SZUA-1412	SZU_CymD.D.PD.FS856_1.8	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;unclassified	Campylobacterales bacterium SZUA-1412 [Order]	608.18	79.44	4.14	0	#N/A	0	280	1535	280	0.928515374	0.366103393	0.017689425	1401686	21753	21753	5006.021429	5006.021429	5358	5358	11	23	0	0	0	1	24	Gram Negative	CymD.PD
SZUA-1413	SZU_CymD.D.PD.FS856_1.9	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	Aquifex aeolicus SZUA-1413 [Species]	66.87	90.89	0.32	66.67	#N/A	0	153	1556	153	0.935996333	0.376105666	0.015785952	1304644	59599	59599	8527.084967	8527.084967	10176	10176	11	35	0	0	0	1	36	Gram Negative	CymD.PD
SZUA-1414	SZU_CymD.D.PD.FS856_10.5	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;unclassified	Lutibacter sp. SZUA-1414 [Genus]	25.21	80.56	3.7	6.9	#N/A	0	340	2636	340	0.885885309	0.31528603	0.015857724	2826849	57611	57611	8314.261765	8314.261765	12393	12393	11	38	0	0	0	2	40	Gram Negative	CymD.PD
SZUA-1415	SZU_CymD.D.PD.FS856_10.6	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__Sulfurospirillum_A arcachonense	Sulfurospirillum arcachonense SZUA-1415 [Species]	56.05	92.15	3.56	0	#N/A	0	300	2417	300	0.935360794	0.328087729	0.017239672	2057977	33928	33928	6859.923333	6859.923333	8288	8288	11	25	0	0	0	1	26	Gram Negative	CymD.PD
SZUA-1416	SZU_CymD.D.PD.FS856_10.8	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;unclassified	Campylobacterales bacterium SZUA-1416 [Order]	74.48	65.65	7.24	38.1	#N/A	0	364	2109	364	0.925201125	0.33690944	0.018979202	1817153	23789	23789	4992.178571	4992.178571	5309	5309	11	15	0	0	0	1	16	Gram Negative	CymD.PD
SZUA-1420	SZU_CymD.D.PD.FS856_2.9	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;unclassified;unclassified	Campylobacterales bacterium SZUA-1420 [Order]	101.57	61.73	2.05	33.33	#N/A	0	302	1561	302	0.942004332	0.371875993	0.016950388	1296252	20096	20096	4292.225166	4292.225166	4266	4266	11	12	0	0	0	0	12	Gram Negative	CymD.PD
SZUA-1421	SZU_CymD.D.PD.FS856_3.19	Patescibacteria-Gracilibacteria	GTDB genome phylogeny	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;unclassified;unclassified;unclassified;unclassified	Candidatus Gracilibacteria bacterium SZUA-1421 [Phylum]	16.57	52.8	2.3	100	Bacteria;Gracilibacteria;uncultured proteobacterium	0	98	655	98	0.90859074	0.302844132	0.01734646	685587	31555	31555	6995.785714	6995.785714	10398	10398	11	19	0	0	0	0	19	Gram Negative	CymD.PD
SZUA-1422	SZU_CymD.D.PD.FS856_3.1_VB	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;unclassified	Arcobacter sp. SZUA-1422 [Genus]	21.14	51.18	0	0	#N/A	0	101	1119	101	0.945146274	0.281796591	0.011753264	1000005	29217	29217	9901.039604	9901.039604	11104	11104	11	13	0	0	0	1	14	Gram Negative	CymD.PD
SZUA-1428	SZU_CymD.D.PD.FS856_5.12	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;unclassified	Sulfurovum sp. SZUA-1428 [Genus]	14.06	75.95	2.11	22.22	#N/A	0	378	1716	378	0.937989062	0.387182427	0.021736067	1307221	14054	14054	3458.256614	3458.256614	3910	3910	11	12	0	0	0	0	12	Gram Negative	CymD.PD
SZUA-1430	SZU_CymD.D.PD.FS856_6.19	Patescibacteria-Paceibacteria	GTDB genome phylogeny	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;unclassified;unclassified;unclassified	Candidatus Pacebacteria bacterium SZUA-1430 [Phylum]	10.67	52.74	2.04	0	#N/A	0	211	709	211	0.886031513	0.346043522	0.017077825	552916	6871	6871	2620.454976	2620.454976	2728	2728	11	16	0	0	0	0	16	Gram Negative	CymD.PD
SZUA-1432	SZU_CymD.D.PD.FS856_7.13	Halobacteria-Archaeoglobales	GTDB genome phylogeny	d__Archaea;p__Halobacteraeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	Archaeoglobus profundus SZUA-1432 [Species]	64.09	79.89	0.03	0	#N/A	0	338	1187	338	0.796414691	0.314179119	0.024337575	1150417	15963	15963	3403.600592	3403.600592	3815	3815	11	27	0	0	0	0	27	Archaea	CymD.PD
SZUA-1433	SZU_CymD.D.PD.FS856_7.5_VB	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;unclassified;unclassified	Campylobacterales bacterium SZUA-1433 [Order]	16.84	81.89	3.17	16.67	#N/A	0	351	2304	351	0.93350125	0.346741638	0.015100386	1933901	27047	27047	5509.689459	5509.689459	7274	7274	11	8	0	0	1	1	10	Gram Negative	CymD.PD
SZUA-1435	SZU_CymS.D.VD.FS842_1.6	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera aggregans	Ignisphaera aggregans SZUA-1435 [Species]	61.16	91.46	2.22	25	#N/A	0	129	1306	129	0.903699197	0.45410918	0.020216294	1107727	71221	71221	8587.031008	8587.031008	11658	11658	11	45	0	0	1	0	46	Archaea	CymS.VD
SZUA-1437	SZU_CymS.D.VD.FS842_11.4	Gammaproteobacteria-Chromatiales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;unclassified;unclassified	Chromatiales bacterium SZUA-1437 [Order]	33.27	50.54	0.71	50	#N/A	0	319	1567	319	0.911359011	0.597730382	0.033285861	1391512	23410	23410	4362.106583	4362.106583	4429	4429	11	16	0	0	0	0	16	Gram Negative	CymS.VD
SZUA-1439	SZU_CymS.D.VD.FS842_3.7	Halobacteria-Archaeoglobales	GTDB genome phylogeny	d__Archaea;p__Halobacteraeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B profundus	Archaeoglobus profundus SZUA-1439 [Species]	49.37	74.29	9.91	90.48	#N/A	0	376	1252	376	0.772068842	0.305413691	0.026744765	1076733	11879	11879	2863.651596	2863.651596	3065	3065	11	44	0	0	0	0	44	Archaea	CymS.VD
SZUA-1440	SZU_CymS.D.VD.FS842_4.2	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SG8-19;unclassified;unclassified;unclassified	Anaerolineae bacterium SZUA-1440 [Class]	33.31	72.26	4.09	40	#N/A	0	1329	4845	1329	0.900870215	0.545960909	0.038089598	4346857	33034	33034	3270.772761	3270.772761	3608	3608	11	25	0	0	0	2	27	Gram Negative	CymS.VD
SZUA-1441	SZU_CymS.D.VD.FS842_4.3	Gammaproteobacteria-Ectothiorhodospirales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;unclassified;unclassified;unclassified	Ectothiorhodospirales bacterium SZUA-1441 [Order]	321.04	98.7	2.03	16.67	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sedimenticola;uncultured bacterium	0	99	2924	99	0.910556579	0.480589001	0.016038213	2864716	139658	139658	28936.52525	28936.52525	49654	49654	11	33	0	1	0	1	35	Gram Negative	CymS.VD
SZUA-1442	SZU_CymS.D.VD.FS842_5.1_VB	Alphaproteobacteria-Kiloniellales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__BBD-1991-14;unclassified	Kiloniellaceae bacterium SZUA-1442 [Family]	31.88	66.95	2.62	23.08	#N/A	0	1174	4338	1174	0.886959224	0.660213181	0.020250877	3601258	12381	12381	3067.511073	3067.511073	3344	3344	11	30	0	1	1	0	32	Gram Negative	CymS.VD
SZUA-1443	SZU_CymS.D.VD.FS842_6.5	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrodictium;unclassified	Pyrodictium sp. SZUA-1443 [Genus]	80.91	96.68	4.32	66.67	#N/A	0	218	1741	218	0.90148272	0.443874442	0.025246969	1481669	60713	60713	6796.646789	6796.646789	10318	10318	11	35	0	0	0	0	35	Archaea	CymS.VD
SZUA-1444	SZU_CymS.D.VD.FS848_1.19	Nanoarchaeota	GTDB genome phylogeny	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Nanopusillus;unclassified	Candidatus Nanopusillus sp. SZUA-1444 [Genus]	13.08	50.62	0.38	0	#N/A	0	103	512	103	0.875194974	0.321269335	0.015449562	416722	14742	14742	4045.84466	4045.84466	4191	4191	11	24	0	0	1	0	25	Archaea	CymS.VD
SZUA-1448	SZU_CymS.D.VD.FS848_1.6	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp1	Deltaproteobacteria bacterium SZUA-1448 [Class]	13.29	61.71	1.8	50	#N/A	0	305	1376	305	0.903086668	0.422087098	0.019706045	1324049	12073	12073	4341.144262	4341.144262	4393	4393	11	16	0	0	0	0	16	Gram Negative	CymS.VD
SZUA-1449	SZU_CymS.D.VD.FS848_10.4_VB	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas;s__Sulfurimonas autotrophica	Sulfurimonas autotrophica SZUA-1449 [Species]	16.49	87.09	4.71	35.29	#N/A	0	214	1617	214	0.938685079	0.351036686	0.01756419	1446581	47195	47195	6759.724299	6759.724299	8456	8456	11	24	0	0	0	0	24	Gram Negative	CymS.VD
SZUA-1450	SZU_CymS.D.VD.FS848_10.9	Gammaproteobacteria-Enterobacterales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas hadalis	Psychromonas hadalis SZUA-1450 [Species]	10.56	55.49	3.87	11.11	#N/A	0	264	1433	264	0.881718123	0.394380227	0.015127551	1183571	19232	19232	4483.223485	4483.223485	4635	4635	11	22	0	0	1	0	23	Gram Negative	CymS.VD
SZUA-1451	SZU_CymS.D.VD.FS848_2.10	Euryarchaeota-Thermococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B paralvinellae	Thermococcus paralvinellae SZUA-1451 [Species]	14.55	58.32	1.49	100	#N/A	0	219	1141	219	0.881688595	0.436838169	0.025506336	878529	11305	11305	4011.547945	4011.547945	3803	3803	11	21	0	0	0	0	21	Archaea	CymS.VD
SZUA-1452	SZU_CymS.D.VD.FS848_2.15	Euryarchaeota	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified	Euryarchaeota archaeon SZUA-1452 [Phylum]	15.7	67.76	1.25	100	Archaea;Nanoarchaeota;Nanoarchaeota Incertae Sedis;Unknown Order;Unknown Family;Nanoarchaeum;uncultured nanoarchaeote	0	76	566	76	0.938526511	0.551178089	0.033950995	441605	17255	17255	5810.592105	5810.592105	6581	6581	11	35	0	0	0	1	36	Archaea	CymS.VD
SZUA-1453	SZU_CymS.D.VD.FS848_3.15	Euryarchaeota-Methanococcales	GTDB genome phylogeny	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__Methanothermococcus_A okinawensis	Methanothermococcus okinawensis SZUA-1453 [Species]	38.07	97.14	2.42	28.57	#N/A	0	90	1167	90	0.938335138	0.411992377	0.012078367	1020565	64226	64226	11339.61111	11339.61111	20778	20778	11	32	0	1	1	0	34	Archaea	CymS.VD
SZUA-1457	SZU_CymS.D.VD.FS848_3.6_VB	Gammaproteobacteria-Thiotrichales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;s__Leucothrix mucor	Leucothrix mucor SZUA-1457 [Species]	18.36	50.86	0	0	#N/A	0	272	1258	272	0.891593011	0.409924676	0.013117836	1293745	16266	16266	4756.415441	4756.415441	5948	5948	11	13	0	0	0	0	13	Gram Negative	CymS.VD
SZUA-1458	SZU_CymS.D.VD.FS848_4.14	Crenarchaeota-Desulfurococcales	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrodictium;unclassified	Pyrodictium sp. SZUA-1458 [Genus]	9.53	59.27	0.84	0	#N/A	0	323	1132	323	0.89948669	0.427929455	0.02743825	849390	8063	8063	2629.690402	2629.690402	2673	2673	11	16	0	0	0	1	17	Archaea	CymS.VD
SZUA-1459	SZU_CymS.D.VD.FS848_4.17	Aquificae	GTDB genome phylogeny	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;unclassified	Aquifex sp. SZUA-1459 [Genus]	9.43	59.09	0	0	#N/A	0	242	858	242	0.947338876	0.425185971	0.027269609	644859	8451	8451	2664.706612	2664.706612	2713	2713	11	15	0	0	0	0	15	Gram Negative	CymS.VD
